Id,SalePrice
1461,122320.86403422296
1462,164807.2197271897
1463,187634.34730712793
1464,198579.34399805733
1465,187029.5875285395
1466,178948.80541870007
1467,172384.78255947464
1468,166102.33695043318
1469,185218.11245773558
1470,125220.88958208803
1471,200769.97601251828
1472,92314.77898059446
1473,95451.01121388875
1474,154577.7421109088
1475,133174.21168308074
1476,410149.4899987941
1477,257074.79405179038
1478,306247.81071641453
1479,252962.96415369978
1480,428034.4217731527
1481,322506.65670615254
1482,211546.8981511161
1483,164093.30555970417
1484,167119.70065321345
1485,176620.16802498704
1486,194770.16505106588
1487,365300.95690165524
1488,230330.72640661764
1489,211331.6073096703
1490,208009.4006008519
1491,189343.61748281194
1492,87054.21244859687
1493,192239.33810026688
1494,271263.21285797266
1495,278604.1798875084
1496,242909.6737168857
1497,182895.96119108173
1498,163870.0943090925
1499,161654.26350962213
1500,151750.07859857363
1501,186244.59995336365
1502,154225.4646487548
1503,317448.80784391845
1504,230285.06228976903
1505,232518.0520521707
1506,198376.56180457983
1507,245959.70426481898
1508,204165.88997549907
1509,159748.55652852438
1510,146265.99485812586
1511,140808.03211320678
1512,168728.25452208385
1513,146118.23742939899
1514,165809.58071273952
1515,189028.9778575934
1516,164088.6841926319
1517,154977.5750017769
1518,126537.21043103233
1519,221905.0093622516
1520,139138.51599327812
1521,135767.50629267277
1522,149412.31760201085
1523,112886.17481045373
1524,126931.77802046691
1525,120803.46233613962
1526,120784.71393134691
1527,104184.71278501974
1528,130993.83250445085
1529,145853.73541269635
1530,181950.3671712551
1531,103368.16936278343
1532,94745.79886802107
1533,143555.42118044657
1534,116573.13429369498
1535,158629.593899792
1536,114449.64757795064
1537,76207.61977584638
1538,202550.49666653393
1539,193818.66496473932
1540,89585.0911022651
1541,139631.39004525926
1542,141709.64579726863
1543,239988.23575036626
1544,69884.14240182987
1545,109524.10231844307
1546,133172.34527040165
1547,132717.96017452262
1548,135268.53430299196
1549,116834.89096949257
1550,148601.26627667496
1551,107175.92092785588
1552,120397.02655335669
1553,151359.49595333284
1554,114065.11711664016
1555,169127.00453621562
1556,75157.78099712655
1557,108060.34855251147
1558,94257.90010445731
1559,86485.40798031283
1560,135204.09283205448
1561,133151.8932696364
1562,127669.10290655536
1563,122542.16943886275
1564,150273.91544115165
1565,146460.53544159603
1566,222722.99306350973
1567,72666.62926799488
1568,221394.26543671996
1569,141744.67193385802
1570,139770.68918833285
1571,123419.85465411325
1572,147865.45208869205
1573,255327.09246290426
1574,104256.91528299045
1575,215320.23330709862
1576,239989.0577741646
1577,198209.4937946815
1578,157753.58840598294
1579,134703.67125468247
1580,188339.1496508468
1581,152531.5506753605
1582,125748.99914227072
1583,328692.98323115497
1584,232259.6326678794
1585,140618.60590019936
1586,75633.01143191749
1587,102902.20557609822
1588,153407.38160924686
1589,94213.38840793243
1590,128461.33519847355
1591,98553.33301904588
1592,112641.53080779301
1593,129862.81799006437
1594,122693.40727397357
1595,108385.76748192192
1596,246199.70958837276
1597,174664.11878725607
1598,216117.57939508764
1599,176329.00595650024
1600,176351.6183013078
1601,73664.14604139717
1602,111539.11632863042
1603,68102.76775194272
1604,272181.6619040627
1605,239262.19869514043
1606,169499.7388533138
1607,176772.15176958952
1608,208308.56276908232
1609,199319.4774637571
1610,152036.06985613753
1611,135756.01713729204
1612,158223.64803162884
1613,160808.92236092902
1614,114077.210697266
1615,89551.12709429886
1616,75337.23218282624
1617,85497.20189562584
1618,127498.5009009094
1619,142854.2445740808
1620,148797.92062539855
1621,134110.70748442464
1622,147457.39751074766
1623,295712.0924391088
1624,225873.7441499629
1625,127170.92454775737
1626,166717.98739382622
1627,186436.43837434746
1628,270456.61542760686
1629,179546.0921719161
1630,414232.07958440925
1631,233386.6766619315
1632,244095.29260057784
1633,174171.60539486184
1634,181515.94375618768
1635,189129.81794924047
1636,157036.30891192707
1637,169744.5806479871
1638,201506.54210573935
1639,174521.59191971633
1640,253383.0500687264
1641,173516.0932272464
1642,223934.57692105134
1643,217150.46059940176
1644,227667.2768718205
1645,194625.91537680017
1646,155284.51973702954
1647,156342.67573956776
1648,135658.58092469262
1649,141056.10461499178
1650,115816.95763795631
1651,126488.06732767078
1652,91397.02167133037
1653,95953.52731126091
1654,149499.91929226194
1655,146979.1283904005
1656,146424.00378404494
1657,149095.29213151784
1658,149933.9275535993
1659,135693.93807298172
1660,154098.2361889653
1661,458134.30974270165
1662,440940.1505813464
1663,394766.4997120311
1664,452461.26051311713
1665,324354.9793383496
1666,334544.3375785265
1667,374778.9817307645
1668,342060.0307588586
1669,314647.8331703478
1670,346838.1268630493
1671,262896.61319092946
1672,515549.38549786503
1673,301249.76206115424
1674,243870.9298008061
1675,186225.07390660787
1676,194303.86325452037
1677,225203.78056242262
1678,480487.1357095053
1679,384478.8156456798
1680,330651.2636642392
1681,282966.245339431
1682,288461.6123059447
1683,173929.0573973936
1684,166471.0379218517
1685,172575.26351008876
1686,170299.5007948166
1687,167616.07409955564
1688,184350.4162624824
1689,189405.3110000027
1690,188371.86763071638
1691,182630.18068740304
1692,270907.1398301237
1693,168121.9350353645
1694,185825.2345986805
1695,164715.06182479372
1696,262196.51133902627
1697,171735.8285764286
1698,385041.0981588797
1699,322089.84076653136
1700,258499.33373311494
1701,248235.97352433516
1702,242194.89966419054
1703,235296.02223963846
1704,292284.9472718516
1705,235632.92765234743
1706,481808.24999452435
1707,229180.04386022736
1708,206496.02833986704
1709,291009.2489442145
1710,214916.61132302016
1711,246657.61131382023
1712,238847.24121420676
1713,252636.43047511118
1714,219121.56614051052
1715,207433.620711093
1716,190270.7647481161
1717,172163.1638779635
1718,135964.84998342558
1719,203652.53715140442
1720,252117.5464164786
1721,162945.9687525787
1722,130886.26031321984
1723,156489.71744779285
1724,202483.04476549104
1725,235046.5561813506
1726,190011.9399383827
1727,159416.9978057767
1728,180166.02691167677
1729,157116.4555819974
1730,162826.02240987966
1731,121220.4703391969
1732,129027.31725491046
1733,120575.1284952185
1734,130156.90381014718
1735,135614.45335893886
1736,119096.82739031196
1737,372004.74550927046
1738,213626.28136232778
1739,277775.84396854386
1740,225352.1034225532
1741,190249.75505802364
1742,178155.18729543744
1743,173194.8793320887
1744,295590.85108817025
1745,224983.7399198628
1746,246301.83080648206
1747,203021.5046491208
1748,234754.10837099492
1749,153006.6630476139
1750,128654.33236853455
1751,237317.42218410046
1752,120895.05543339028
1753,140723.52348276085
1754,200819.5046204106
1755,162023.4542091853
1756,124869.91501557319
